census_tracts,,,,,
48201530300,,,,,
24510280102,,,,,
36081058100,,,,,
36085021300,,,,,
13121004100,,,,,
25021417602,,,,,
26099261300,,,,,
17097861803,,,,,
48157673902,,,,,
48141001202,,,,,
13121009102,,,,,
36047010400,,,,,
1101002400,,,,,
6065030800,,,,,
39035103800,,,,,
6073018509,,,,,
25025100300,,,,,
26081002600,,,,,
6059099237,,,,,
26163539400,,,,,
48085031663,,,,,
36061010300,,,,,
34017017400,,,,,
6037920332,,,,,
4013050605,,,,,
35013000600,,,,,
4019003503,,,,,
6001440335,,,,,
29510106500,,,,,
40109102900,,,,,
4019004043,,,,,
6037577504,,,,,
17031842500,,,,,
42101006900,,,,,
4013107201,,,,,
19163011800,,,,,
53063014400,,,,,
6077005131,,,,,
20173003100,,,,,
42101036600,,,,,
48121021505,,,,,
6099000905,,,,,
40109108514,,,,,
29510116200,,,,,
48453000402,,,,,
26049003200,,,,,
15003009400,,,,,
6019005703,,,,,
1097006802,,,,,
17031460302,,,,,
22019000700,,,,,
47125100400,,,,,
6019000300,,,,,
12011040204,,,,,
20209042800,,,,,
17201002100,,,,,
48085031312,,,,,
6067007106,,,,,
48201430800,,,,,
32003003411,,,,,
32003005200,,,,,
26065005100,,,,,
32031002408,,,,,
6037541802,,,,,
12103021600,,,,,
32031001701,,,,,
34039031000,,,,,
6037135114,,,,,
6037194402,,,,,
17167001700,,,,,
6037910207,,,,,
47157011020,,,,,
36081129103,,,,,
4013082210,,,,,
6037920115,,,,,
12031011400,,,,,
5143011101,,,,,
29095017500,,,,,
12103025412,,,,,
35001000501,,,,,
6037214901,,,,,
12103026101,,,,,
4013422205,,,,,
48029171000,,,,,
9001042600,,,,,
6059076205,,,,,
17031242300,,,,,
13021012000,,,,,
36047085200,,,,,
48201320602,,,,,
6019002906,,,,,
36047116400,,,,,
32003003426,,,,,
55101000300,,,,,
36047036002,,,,,
48201254500,,,,,
48201532600,,,,,
6085512045,,,,,
36081032900,,,,,
47065011900,,,,,
6007000700,,,,,
21067001400,,,,,
36061025100,,,,,
26163514100,,,,,
36061022200,,,,,
36061027900,,,,,
36081029500,,,,,
39095004000,,,,,
40017301100,,,,,
6037226001,,,,,
36061009800,,,,,
41051000601,,,,,
4013815400,,,,,
6037461700,,,,,
36005014701,,,,,
51800075405,,,,,
28047003504,,,,,
25025000504,,,,,
25025100100,,,,,
6067009609,,,,,
48201520400,,,,,
17089853200,,,,,
48451001500,,,,,
4013320007,,,,,
8001008545,,,,,
12095011600,,,,,
48201253500,,,,,
6037209102,,,,,
37067002807,,,,,
35049000400,,,,,
42101016901,,,,,
48113009701,,,,,
48113005100,,,,,
6059011502,,,,,
6111008101,,,,,
17019000902,,,,,
18097390102,,,,,
17031831600,,,,,
29019001300,,,,,
12103020800,,,,,
39095007902,,,,,
6083002402,,,,,
25025092101,,,,,
46103010500,,,,,
30111001801,,,,,
4013420207,,,,,
6059063604,,,,,
40109101600,,,,,
12105012003,,,,,
37063001501,,,,,
29510115600,,,,,
8005082400,,,,,
12095013605,,,,,
51710000700,,,,,
22033003604,,,,,
4027010911,,,,,
6073009102,,,,,
22071000617,,,,,
4013611300,,,,,
6059001802,,,,,
32003005105,,,,,
34013002800,,,,,
47037010106,,,,,
41051004002,,,,,
36047113400,,,,,
12127091013,,,,,
53061040700,,,,,
6071002013,,,,,
28049000900,,,,,
13121008700,,,,,
1097006405,,,,,
6037241400,,,,,
48113013102,,,,,
18003980002,,,,,
26163556500,,,,,
36081099802,,,,,
36085005000,,,,,
12095010802,,,,,
29047020201,,,,,
36061014601,,,,,
36119002404,,,,,
48121020800,,,,,
39095001201,,,,,
4013617600,,,,,
6037651102,,,,,
42101004201,,,,,
36067004301,,,,,
12103024302,,,,,
